файл;строка;ключ;было;стало;тип
01_ef_notification;163;notification_ai_privat_bank_renforcement_buy_bond_maturity_4_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию по вашему долгу;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию по вашему долгу;B/родительный
01_ef_notification;164;notification_ai_privat_bank_renforcement_buy_bond_maturity_4_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию на [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_4').GetValue|+D] @bond! на сумму [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_4').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию на [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_4').GetValue|+D] @bond! на сумму [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_4').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;169;notification_ai_privat_bank_selle_bond_maturity_5_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] купил часть вашего долга;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] купил часть вашего долга;B/родительный
01_ef_notification;170;notification_ai_privat_bank_selle_bond_maturity_5_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] покупает [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_5').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_5').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] покупает [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_5').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_5').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;173;notification_ai_privat_bank_buy_bond_maturity_5_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] покупает внешний долг;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] покупает внешний долг;B/родительный
01_ef_notification;174;notification_ai_privat_bank_buy_bond_maturity_5_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] покупает [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_5').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_5').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] покупает [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_5').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_5').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;177;notification_ai_privat_bank_renforcement_selle_bond_maturity_5_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию;B/родительный
01_ef_notification;178;notification_ai_privat_bank_renforcement_selle_bond_maturity_5_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию на [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_5').GetValue|+D] @bond! на сумму [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_5').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию на [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_5').GetValue|+D] @bond! на сумму [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_5').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;181;notification_ai_privat_bank_renforcement_buy_bond_maturity_5_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию по вашему долгу;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию по вашему долгу;B/родительный
01_ef_notification;182;notification_ai_privat_bank_renforcement_buy_bond_maturity_5_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию на [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_5').GetValue|+D] @bond! на сумму [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_5').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию на [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_5').GetValue|+D] @bond! на сумму [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_5').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;187;notification_ai_privat_bank_selle_bond_maturity_6_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] купил часть вашего долга;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] купил часть вашего долга;B/родительный
01_ef_notification;188;notification_ai_privat_bank_selle_bond_maturity_6_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_6').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_6').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_6').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_6').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;191;notification_ai_privat_bank_buy_bond_maturity_6_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] покупает иностранный долг;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] покупает иностранный долг;B/родительный
01_ef_notification;192;notification_ai_privat_bank_buy_bond_maturity_6_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_6').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_6').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_6').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_6').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;195;notification_ai_privat_bank_renforcement_selle_bond_maturity_6_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию;B/родительный
01_ef_notification;196;notification_ai_privat_bank_renforcement_selle_bond_maturity_6_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_6').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_6').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_6').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_6').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;199;notification_ai_privat_bank_renforcement_buy_bond_maturity_6_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию по вашему долгу;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию по вашему долгу;B/родительный
01_ef_notification;200;notification_ai_privat_bank_renforcement_buy_bond_maturity_6_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_6').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_6').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_6').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_6').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;205;notification_ai_privat_bank_selle_bond_maturity_7_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] купил часть вашего долга;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] купил часть вашего долга;B/родительный
01_ef_notification;206;notification_ai_privat_bank_selle_bond_maturity_7_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_7').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_7').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_7').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_7').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;209;notification_ai_privat_bank_buy_bond_maturity_7_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] покупает иностранный долг;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] покупает иностранный долг;B/родительный
01_ef_notification;210;notification_ai_privat_bank_buy_bond_maturity_7_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_7').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_7').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_7').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_7').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;213;notification_ai_privat_bank_renforcement_selle_bond_maturity_7_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию;B/родительный
01_ef_notification;214;notification_ai_privat_bank_renforcement_selle_bond_maturity_7_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_7').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_7').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_7').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_7').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;217;notification_ai_privat_bank_renforcement_buy_bond_maturity_7_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию по вашему долгу;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию по вашему долгу;B/родительный
01_ef_notification;218;notification_ai_privat_bank_renforcement_buy_bond_maturity_7_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_7').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_7').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_7').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_7').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;223;notification_ai_privat_bank_selle_bond_maturity_8_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] купил часть вашего долга;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] купил часть вашего долга;B/родительный
01_ef_notification;224;notification_ai_privat_bank_selle_bond_maturity_8_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_8').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_8').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_8').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_8').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;227;notification_ai_privat_bank_buy_bond_maturity_8_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] покупает иностранный долг;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] покупает иностранный долг;B/родительный
01_ef_notification;228;notification_ai_privat_bank_buy_bond_maturity_8_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_8').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_8').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_8').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_8').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;231;notification_ai_privat_bank_renforcement_selle_bond_maturity_8_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию;B/родительный
01_ef_notification;232;notification_ai_privat_bank_renforcement_selle_bond_maturity_8_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_8').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_8').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_8').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_8').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;235;notification_ai_privat_bank_renforcement_buy_bond_maturity_8_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию по вашему долгу;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию по вашему долгу;B/родительный
01_ef_notification;236;notification_ai_privat_bank_renforcement_buy_bond_maturity_8_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_8').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_8').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_8').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_8').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;241;notification_ai_privat_bank_selle_bond_maturity_9_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] купил часть вашего долга;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] купил часть вашего долга;B/родительный
01_ef_notification;242;notification_ai_privat_bank_selle_bond_maturity_9_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_9').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_9').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_9').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_9').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;245;notification_ai_privat_bank_buy_bond_maturity_9_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] покупает иностранный долг;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] покупает иностранный долг;B/родительный
01_ef_notification;246;notification_ai_privat_bank_buy_bond_maturity_9_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_9').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_9').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_9').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_9').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;249;notification_ai_privat_bank_renforcement_selle_bond_maturity_9_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию;B/родительный
01_ef_notification;250;notification_ai_privat_bank_renforcement_selle_bond_maturity_9_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_9').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_9').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_9').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_9').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;253;notification_ai_privat_bank_renforcement_buy_bond_maturity_9_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию по вашему долгу;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию по вашему долгу;B/родительный
01_ef_notification;254;notification_ai_privat_bank_renforcement_buy_bond_maturity_9_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_9').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_9').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_9').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_9').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;259;notification_ai_privat_bank_selle_bond_maturity_10_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] купил часть вашего долга;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] купил часть вашего долга;B/родительный
01_ef_notification;260;notification_ai_privat_bank_selle_bond_maturity_10_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_10').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_10').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_10').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_10').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;263;notification_ai_privat_bank_buy_bond_maturity_10_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] покупает иностранный долг;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] покупает иностранный долг;B/родительный
